Employee_Name,EmpID,Salary,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,IsTerminated,AttritionFlag,Age,Tenure_Years,EngagementLevel,AgeGroup,SalaryBand
"Costello, Frank",10193,83552,Data Analyst,MA,01810,26/08/1986,M,Married,US Citizen,No,White,30/03/2015,,N/A-StillEmployed,Active,IS,Simon Roup,4,Indeed,Fully Meets,3.04,3,6,22/01/2019,0,2,0,0,38,10.3,Medium,30s,Very High
"Andreola, Colby",10194,95660,Software Engineer,MA,02110,24/05/1979,F,Single,US Citizen,No,White,11/10/2014,,N/A-StillEmployed,Active,Software Engineering,Alex Sweetwater,10,LinkedIn,Fully Meets,3.04,3,4,01/02/2019,0,19,0,0,46,10.8,Medium,40s,Very High
"Homberger, Adrienne  J",10195,63478,Production Technician II,MA,02445,16/02/1984,F,Married,Non-Citizen,No,White,15/08/2011,04/07/2012,relocation out of area,Voluntarily Terminated,Production,Michael Albert,30,Indeed,Fully Meets,3.03,5,0,03/05/2012,0,16,1,1,41,0.9,Medium,40s,High
"Akinkuolie, Sarah",10196,64955,Production Technician II,MA,01810,19/09/1988,F,Married,US Citizen,No,White,07/05/2011,24/09/2012,hours,Voluntarily Terminated,Production,Kissy Sullivan,20,LinkedIn,Fully Meets,3.02,3,0,15/05/2012,0,3,1,1,36,1.4,Medium,30s,High
"DeVito, Tommy",10197,96820,BI Developer,MA,02045,09/04/1983,M,Single,US Citizen,No,White,15/02/2017,,N/A-StillEmployed,Active,IS,Brian Champaigne,13,Indeed,Fully Meets,3.01,5,7,23/01/2019,0,15,0,0,42,8.5,Medium,40s,Very High
"Roup,Simon",10198,61620,IT Manager - DB,MA,02481,04/05/1973,M,Single,US Citizen,No,White,20/01/2013,,N/A-StillEmployed,Active,IT,Jennifer Zamora,5,Indeed,Fully Meets,3.6,5,7,18/02/2019,0,13,0,0,52,12.5,Medium,50s,Medium
"Booth, Frank",10199,61620,Enterprise Architect,CT,06033,30/07/1964,M,Single,US Citizen,No,Black,17/02/2014,19/02/2016,Learned that he is a gangster,Terminated For Cause,IT,Simon Roup,4,LinkedIn,Fully Meets,3.5,5,7,01/10/2016,0,2,1,1,61,2,Medium,60+,Medium
"Chigurh, Anton",10200,66808,Area Sales Manager,TX,78207,06/11/1970,M,Single,Non-Citizen,No,Black,14/05/2012,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Employee Referral,Fully Meets,3,5,0,19/01/2019,0,17,0,0,54,13.2,Medium,50s,Very High
"Hunts, Julissa",10201,69340,Production Technician II,MA,02021,03/11/1984,F,Single,US Citizen,No,White,06/06/2016,,N/A-StillEmployed,Active,Production,Elijiah Gray,16,LinkedIn,Fully Meets,3,5,0,18/01/2019,0,4,0,0,40,9.2,Medium,30s,Very High
"McKinzie, Jac",10202,63291,Area Sales Manager,TX,78789,07/01/1984,M,Married,US Citizen,No,White,07/06/2016,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,Fully Meets,3.4,4,0,29/01/2019,0,7,0,0,41,9.2,Medium,40s,High
"Bugali, Josephine ",10203,64375,Production Technician I,MA,02043,30/10/1969,F,Separated,US Citizen,No,Black,11/11/2013,,N/A-StillEmployed,Active,Production,Kissy Sullivan,20,Diversity Job Fair,Fully Meets,3.5,5,0,21/01/2019,0,17,0,0,55,11.7,Medium,50s,High
"Wilkes, Annie",10204,58062,Production Technician I,MA,01876,30/07/1983,F,Divorced,US Citizen,No,White,01/10/2011,14/05/2012,Another position,Voluntarily Terminated,Production,Ketsia Liebig,19,Google Search,Fully Meets,3.6,5,0,02/06/2011,0,9,1,1,42,0.6,Medium,40s,Medium
"Valentin,Jackie",10205,57859,Area Sales Manager,AZ,85006,23/05/1991,F,Married,US Citizen,No,White,07/05/2011,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,Fully Meets,2.81,3,0,17/01/2019,0,16,0,0,34,14.2,Medium,30s,Medium
"Nguyen, Lei-Ming",10206,62061,Production Technician I,MA,02132,07/07/1984,F,Single,US Citizen,No,White,07/08/2013,,N/A-StillEmployed,Active,Production,David Stanley,14,LinkedIn,Fully Meets,3.6,5,0,01/02/2019,0,4,0,0,41,12,Medium,40s,High
"Dobrin, Denisa  S",10207,46335,Production Technician I,MA,02125,10/07/1986,F,Single,US Citizen,Yes,White,04/02/2012,,N/A-StillEmployed,Active,Production,David Stanley,14,CareerBuilder,Fully Meets,3.4,5,0,19/02/2019,0,15,0,0,39,13.5,Medium,30s,Low
"Knapp, Bradley  J",10208,46654,Production Technician I,MA,01721,11/10/1977,M,Single,US Citizen,No,Black,17/02/2014,,N/A-StillEmployed,Active,Production,Ketsia Liebig,19,LinkedIn,Fully Meets,3.1,3,0,02/06/2019,0,3,0,0,47,11.5,Medium,40s,Low
"Sutwell, Barbara",10209,59238,Production Technician I,MA,02718,15/08/1968,F,Single,Non-Citizen,No,Asian,14/05/2012,,N/A-StillEmployed,Active,Production,Elijiah Gray,16,Indeed,Fully Meets,3.4,5,0,31/01/2019,0,13,0,0,57,13.2,Medium,50s,Medium
"Chan, Lin",10210,54237,Production Technician I,MA,02170,02/12/1979,F,Single,US Citizen,No,White,05/12/2014,,N/A-StillEmployed,Active,Production,Elijiah Gray,16,Indeed,Fully Meets,3.3,4,0,19/02/2019,0,11,0,0,45,10.7,Medium,40s,Low
"Dunne, Amy",10211,62514,Production Technician I,MA,01749,23/09/1973,F,Married,US Citizen,No,White,26/04/2010,,N/A-StillEmployed,Active,Production,Ketsia Liebig,19,Google Search,Fully Meets,2.9,3,0,21/01/2019,0,6,0,0,51,15.3,Medium,50s,High
"Daniele, Ann  ",10212,85028,Sr. Network Engineer,CT,06033,18/01/1952,F,Married,US Citizen,No,White,11/10/2014,,N/A-StillEmployed,Active,IT,Peter Monroe,7,LinkedIn,Fully Meets,3.1,5,8,02/12/2019,0,19,0,0,73,10.8,Medium,60+,Very High
"Monkfish, Erasumus",10213,58207,Production Technician II,MA,01450,17/08/1992,M,Married,US Citizen,No,White,11/07/2011,,N/A-StillEmployed,Active,Production,David Stanley,14,LinkedIn,Fully Meets,3.7,3,0,01/08/2019,0,14,0,0,32,14.1,Medium,30s,Medium
"Hutter, Rosalie",10214,64995,Production Technician II,MA,02351,05/07/1992,F,Separated,US Citizen,No,White,06/05/2015,,N/A-StillEmployed,Active,Production,Webster Butler,39,Indeed,Fully Meets,4.5,3,0,14/02/2019,0,6,0,0,33,10.2,High,30s,High
"Ndzi, Colombui",10215,50470,Production Technician I,MA,02110,05/02/1989,M,Single,US Citizen,No,Black,26/09/2011,04/04/2014,return to school,Voluntarily Terminated,Production,Webster Butler,39,Diversity Job Fair,Fully Meets,4.3,3,0,03/02/2013,0,19,1,1,36,2.5,High,30s,Low
"Myers, Michael",10216,57575,Production Technician I,MA,01550,18/04/1980,M,Single,US Citizen,No,Asian,07/08/2013,,N/A-StillEmployed,Active,Production,Kissy Sullivan,20,LinkedIn,Fully Meets,4.1,4,0,22/01/2019,0,13,0,0,45,12,High,40s,Medium
"Petingill, Shana  ",10217,74226,Production Technician II,MA,02050,03/10/1979,F,Married,Non-Citizen,No,Asian,04/02/2012,,N/A-StillEmployed,Active,Production,Brannon Miller,12,LinkedIn,Fully Meets,4.3,3,0,14/01/2019,0,14,0,0,45,13.5,High,40s,Very High
"Gosciminski, Phylicia  ",10218,66149,Production Technician II,MA,01824,12/08/1983,F,Separated,US Citizen,No,Indian,30/09/2013,,N/A-StillEmployed,Active,Production,Kissy Sullivan,20,Google Search,Fully Meets,4.4,5,0,21/02/2019,0,1,0,0,42,11.8,High,40s,High
"Mahoney, Lauren  ",10219,45395,Production Technician I,MA,02189,07/07/1986,F,Single,US Citizen,No,White,01/06/2014,,N/A-StillEmployed,Active,Production,Ketsia Liebig,19,LinkedIn,Fully Meets,4.6,4,0,26/02/2019,0,14,0,0,39,11.2,High,30s,Low
"Clayton, Rick",10220,68678,IT Support,MA,02170,09/05/1985,M,Single,US Citizen,No,White,09/05/2012,,N/A-StillEmployed,Active,IT,Eric Dougall,6,Indeed,Fully Meets,4.7,3,6,27/02/2019,0,2,0,0,40,13.2,High,30s,Very High
"Tavares, Desiree  ",10221,60754,Production Technician I,MA,01801,04/03/1975,F,Married,Non-Citizen,No,Black,27/04/2009,04/01/2013,Another position,Voluntarily Terminated,Production,Webster Butler,39,Diversity Job Fair,Fully Meets,4.5,5,0,15/02/2012,0,11,1,1,50,3.7,High,40s,Medium
"Ruiz, Ricardo",10222,61620,IT Manager - DB,MA,01915,01/04/1964,M,Divorced,US Citizen,No,Black,01/09/2012,11/04/2015,hours,Voluntarily Terminated,IT,Jennifer Zamora,5,Diversity Job Fair,Fully Meets,4.3,4,6,01/04/2015,0,8,1,1,61,2.6,High,60+,Medium
"Moran, Patrick",10223,72106,Production Technician II,MA,02127,12/03/1976,M,Single,US Citizen,No,Black,01/09/2012,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.1,4,0,31/01/2019,0,12,0,0,49,12.9,High,40s,Very High
"Robertson, Peter",10224,55578,Production Technician II,MA,02138,07/03/1972,M,Married,US Citizen,No,White,07/05/2011,02/08/2012,Another position,Voluntarily Terminated,Production,Kissy Sullivan,20,Indeed,Fully Meets,4.2,5,0,01/06/2012,0,13,1,1,53,1.2,High,50s,Medium
"Punjabhi, Louis  ",10225,59472,Production Technician I,MA,02109,19/06/1961,M,Single,US Citizen,No,White,01/06/2014,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,Employee Referral,Fully Meets,4.8,3,0,01/07/2019,0,14,0,0,64,11.2,High,60+,Medium
"Biden, Lowan  M",10226,64919,Production Technician I,MA,02027,27/12/1958,F,Divorced,US Citizen,No,Asian,19/08/2013,,N/A-StillEmployed,Active,Production,Ketsia Liebig,19,Indeed,Fully Meets,4.2,3,0,01/10/2019,0,2,0,0,66,12,High,60+,High
"Jackson, Maryellen",10227,61242,Production Technician I,MA,02081,09/11/1972,F,Single,US Citizen,No,Black,11/05/2012,,N/A-StillEmployed,Active,Production,David Stanley,14,LinkedIn,Fully Meets,4.1,3,0,17/01/2019,0,7,0,0,52,13.2,High,50s,Medium
"Goeth, Amon",10228,74679,IT Support,MA,02135,24/11/1989,M,Married,US Citizen,Yes,White,30/03/2015,,N/A-StillEmployed,Active,IT,Peter Monroe,7,LinkedIn,Fully Meets,4.3,5,7,01/10/2019,0,20,0,0,35,10.3,High,30s,Very High
"Salter, Jason",10229,88527,Data Analyst ,MA,02452,17/12/1987,M,Divorced,US Citizen,No,Black,01/05/2015,31/10/2015,hours,Voluntarily Terminated,IS,Simon Roup,4,LinkedIn,Fully Meets,4.2,3,5,20/04/2015,0,2,1,1,37,0.5,High,30s,Very High
"Roberson, May",10230,64971,Production Technician II,MA,01902,09/05/1981,F,Divorced,Non-Citizen,No,Black,26/09/2011,22/10/2011,return to school,Voluntarily Terminated,Production,David Stanley,14,Google Search,Fully Meets,4.5,4,0,22/10/2011,0,10,1,1,44,0.1,High,40s,High
"Khemmich, Bartholemew",10231,65310,Area Sales Manager,CO,80820,27/11/1979,M,Single,US Citizen,No,White,19/08/2013,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,4.3,5,0,22/01/2019,0,13,0,0,45,12,High,40s,High
"Le, Binh",10232,81584,Senior BI Developer,MA,01886,14/06/1987,F,Single,US Citizen,No,Asian,10/02/2016,,N/A-StillEmployed,Active,IS,Brian Champaigne,13,Indeed,Fully Meets,4.1,5,7,01/08/2019,0,2,0,0,38,9.5,High,30s,Very High
"Sahoo, Adil",10233,57975,Production Technician II,MA,02062,26/04/1986,M,Married,US Citizen,No,White,30/08/2010,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,CareerBuilder,Fully Meets,4.1,3,0,01/10/2019,0,13,0,0,39,14.9,High,30s,Medium
"Gruber, Hans",10234,61620,BI Developer,MA,02134,30/06/1989,M,Married,US Citizen,No,Black,20/04/2017,,N/A-StillEmployed,Active,IS,Brian Champaigne,13,Indeed,Fully Meets,4.2,5,5,28/01/2019,0,8,0,0,36,8.3,High,30s,Medium
"England, Rex",10235,54285,Production Technician I,MA,02045,25/08/1978,M,Married,US Citizen,No,White,31/03/2014,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,Employee Referral,Fully Meets,4.2,3,0,01/11/2019,0,3,0,0,46,11.3,High,40s,Low
"Jacobi, Hannah  ",10236,45069,Production Technician I,MA,01778,22/03/1966,F,Divorced,US Citizen,No,White,30/09/2013,,N/A-StillEmployed,Active,Production,Kissy Sullivan,20,Employee Referral,Fully Meets,4.3,5,0,22/02/2019,0,7,0,0,59,11.8,High,50s,Low
"Good, Susan",10237,66825,Production Technician II,MA,01886,25/05/1986,F,Married,US Citizen,No,White,05/12/2014,,N/A-StillEmployed,Active,Production,David Stanley,14,LinkedIn,Fully Meets,4.6,3,0,02/07/2019,0,20,0,0,39,10.7,High,30s,Very High
"Brown, Mia",10238,63000,Accountant I,MA,01450,24/11/1987,F,Married,US Citizen,No,Black,27/10/2008,,N/A-StillEmployed,Active,Admin Offices,Brandon R. LeBlanc,1,Diversity Job Fair,Fully Meets,4.5,2,6,15/01/2019,0,14,0,0,37,16.8,High,30s,High
"Rachael, Maggie",10239,95920,BI Developer,MA,02110,05/12/1980,F,Married,US Citizen,No,Black,10/02/2016,,N/A-StillEmployed,Active,IS,Brian Champaigne,13,Indeed,Fully Meets,4.4,4,6,02/06/2019,0,10,0,0,44,9.5,High,40s,Very High
"Chivukula, Enola",10240,64786,Production Technician I,MA,01775,27/08/1983,F,Single,US Citizen,No,White,27/06/2011,15/11/2015,relocation out of area,Voluntarily Terminated,Production,Amy Dunn,11,Indeed,Fully Meets,4.3,4,0,03/10/2015,0,3,1,1,41,4.4,High,40s,High
"Strong, Caitrin",10241,60120,Area Sales Manager,MT,59102,05/12/1989,F,Married,US Citizen,No,Black,27/09/2010,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,Fully Meets,4.1,4,0,31/01/2019,0,18,0,0,35,14.9,High,30s,Medium
"Barbara, Thomas",10242,47211,Production Technician I,MA,02062,21/02/1974,M,Married,US Citizen,Yes,Black,04/02/2012,19/09/2016,unhappy,Voluntarily Terminated,Production,Kissy Sullivan,20,Diversity Job Fair,Fully Meets,4.2,3,0,05/06/2016,0,15,1,1,51,4.6,High,50s,Low
"Gold, Shenice  ",10243,53018,Production Technician I,MA,02451,18/06/1992,F,Single,US Citizen,Yes,White,11/11/2013,,N/A-StillEmployed,Active,Production,Ketsia Liebig,19,Indeed,Fully Meets,4.3,5,0,18/02/2019,0,7,0,0,33,11.7,High,30s,Low
"Kampew, Donysha",10244,68999,Sales Manager,PA,19444,11/11/1989,F,Single,US Citizen,No,White,11/07/2011,24/04/2014,maternity leave - did not return,Voluntarily Terminated,Sales,Debra Houlihan,15,Google Search,Fully Meets,4.5,5,0,30/03/2013,0,2,1,1,35,2.8,High,30s,Very High
"Becker, Renee",10245,61620,Database Administrator,MA,02026,04/04/1986,F,Single,US Citizen,Yes,White,07/07/2014,09/12/2015,performance,Terminated For Cause,IS,Simon Roup,4,Google Search,Fully Meets,4.5,4,5,15/01/2015,0,8,1,1,39,1.4,High,30s,Medium
"Goble, Taisha",10246,61620,Database Administrator,MA,02127,23/10/1971,F,Single,US Citizen,No,White,16/02/2015,15/03/2015,"no-call, no-show",Terminated For Cause,IS,Simon Roup,4,Indeed,Fully Meets,4.6,4,4,20/01/2015,0,10,1,1,53,0.1,High,50s,Medium
"Engdahl, Jean",10247,48888,Production Technician I,MA,02026,31/05/1974,M,Single,US Citizen,No,White,11/10/2014,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,LinkedIn,Fully Meets,4.7,5,0,13/02/2019,0,8,0,0,51,10.8,High,50s,Low
"Hudson, Jane",10248,55425,Production Technician I,MA,02176,06/10/1986,F,Single,US Citizen,No,White,20/02/2012,,N/A-StillEmployed,Active,Production,Ketsia Liebig,19,LinkedIn,Fully Meets,4.8,4,0,01/07/2019,0,4,0,0,38,13.5,High,30s,Low
"Latif, Mohammed",10249,61962,Production Technician II,MA,02126,05/09/1984,M,Married,US Citizen,No,White,04/02/2012,15/04/2013,more money,Voluntarily Terminated,Production,Kissy Sullivan,20,Google Search,Fully Meets,4.9,3,0,20/02/2013,0,20,1,1,40,1.2,High,30s,High
"Bacong, Alejandro ",10250,50178,IT Support,MA,01886,01/07/1988,M,Divorced,US Citizen,No,White,01/05/2015,,N/A-StillEmployed,Active,IT,Peter Monroe,7,Indeed,Fully Meets,5,5,6,18/02/2019,0,16,0,0,37,10.3,High,30s,Low
"Lecter, Hannibal",10251,64738,Production Technician I,MA,01776,09/02/1982,M,Married,US Citizen,No,Asian,14/05/2012,,N/A-StillEmployed,Active,Production,Elijiah Gray,16,Google Search,Fully Meets,4.1,3,0,22/02/2019,0,10,0,0,43,13.2,High,40s,High
"Baczenski, Rachael  ",10252,54670,Production Technician I,MA,01902,01/12/1974,F,Married,US Citizen,Yes,Black,01/10/2011,01/12/2017,Another position,Voluntarily Terminated,Production,David Stanley,14,Diversity Job Fair,Fully Meets,4.2,4,0,30/01/2016,0,12,1,1,50,6.2,High,40s,Low
"Villanueva, Noah",10253,55875,Area Sales Manager,ME,04063,07/11/1989,M,Single,US Citizen,No,Asian,03/05/2012,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,Fully Meets,4.5,4,0,18/01/2019,0,11,0,0,35,13.3,High,30s,Medium
"Motlagh,  Dawn",10254,63430,Production Technician I,MA,02453,07/07/1984,F,Divorced,US Citizen,No,White,04/01/2013,,N/A-StillEmployed,Active,Production,Elijiah Gray,16,LinkedIn,Fully Meets,4.4,4,0,17/01/2019,0,18,0,0,41,12.6,High,40s,High
"Givens, Myriam",10255,61555,Area Sales Manager,IN,46204,22/09/1989,F,Single,US Citizen,No,White,16/02/2015,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,4.5,5,0,25/01/2019,0,20,0,0,35,10.5,High,30s,Medium
"Goyal, Roxana",10256,49256,Production Technician I,MA,01864,10/09/1974,F,Married,US Citizen,No,Asian,19/08/2013,,N/A-StillEmployed,Active,Production,Kissy Sullivan,20,LinkedIn,Fully Meets,4.1,5,0,15/02/2019,0,3,0,0,50,12,High,40s,Low
"Gaul, Barbara",10257,53171,Production Technician I,MA,02121,12/02/1983,F,Single,US Citizen,Yes,Black,16/05/2011,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,LinkedIn,Fully Meets,4.2,4,0,26/02/2019,0,12,0,0,42,14.2,High,40s,Low
"Fraval, Maruk ",10258,67251,Area Sales Manager,CT,06050,28/08/1963,M,Single,US Citizen,No,Black,09/06/2011,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,CareerBuilder,Fully Meets,4.3,3,0,27/01/2019,2,7,0,0,61,14.2,High,60+,Very High
"Pearson, Randall",10259,93093,Data Analyst,MA,02747,09/05/1984,M,Married,US Citizen,No,White,12/01/2014,05/01/2016,performance,Voluntarily Terminated,IS,Simon Roup,4,Employee Referral,Fully Meets,4.7,4,5,16/01/2016,0,19,1,1,41,2,High,40s,Very High
"Sadki, Nore  ",10260,46428,Production Technician I,MA,02148,21/12/1974,M,Single,US Citizen,No,White,01/05/2009,30/07/2018,relocation out of area,Voluntarily Terminated,Production,Michael Albert,22,Google Search,Fully Meets,4.6,5,0,02/05/2018,0,7,1,1,50,9.3,High,40s,Low
"Cockel, James",10261,63108,Production Technician I,MA,02452,09/08/1977,M,Single,US Citizen,No,White,07/08/2013,,N/A-StillEmployed,Active,Production,David Stanley,14,Employee Referral,Fully Meets,4.4,5,0,14/01/2019,0,3,0,0,48,12,High,40s,High
"Purinton, Janine",10262,46430,Production Technician I,MA,02474,22/09/1970,F,Divorced,US Citizen,No,White,24/09/2012,18/06/2013,unhappy,Voluntarily Terminated,Production,Kissy Sullivan,20,Indeed,Fully Meets,4.5,5,0,04/02/2013,0,16,1,1,54,0.7,High,50s,Low
"Faller, Megan ",10263,71776,Production Technician II,MA,01824,22/09/1978,F,Married,US Citizen,No,Black,07/07/2014,,N/A-StillEmployed,Active,Production,Elijiah Gray,16,LinkedIn,Fully Meets,4.4,5,0,22/02/2019,0,17,0,0,46,11.1,High,40s,Very High
"Williams, Jacquelyn  ",10264,59728,Production Technician I,MA,02109,10/02/1969,F,Single,US Citizen,Yes,Black,01/09/2012,27/06/2015,relocation out of area,Voluntarily Terminated,Production,Ketsia Liebig,19,Diversity Job Fair,Fully Meets,4.3,4,0,06/02/2014,0,16,1,1,56,2.8,High,50s,Medium
"Barone, Francesco  A",10265,58709,Production Technician I,MA,01810,20/07/1983,M,Single,US Citizen,No,White,20/02/2012,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,Google Search,Fully Meets,4.6,4,0,14/02/2019,0,7,0,0,42,13.5,High,40s,Medium
"Stoica, Rick",10266,61355,Production Technician I,MA,02301,14/03/1985,M,Married,US Citizen,No,Asian,17/02/2014,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,LinkedIn,Fully Meets,4.7,3,0,01/11/2019,0,4,0,0,40,11.5,High,30s,Medium
"Bondwell, Betsy",10267,57815,Production Technician II,MA,02210,16/01/1967,F,Single,US Citizen,No,White,01/10/2011,04/04/2014,career change,Voluntarily Terminated,Production,Elijiah Gray,16,Google Search,Fully Meets,4.8,5,0,03/04/2014,0,5,1,1,58,2.5,High,50s,Medium
"Thibaud, Kenneth",10268,67176,Production Technician II,MA,02472,16/09/1975,M,Widowed,US Citizen,No,White,25/06/2007,30/08/2010,military,Voluntarily Terminated,Production,Webster Butler,39,Other,Fully Meets,4.1,4,0,14/07/2010,0,15,1,1,49,3.2,High,40s,Very High
"Close, Phil",10269,59369,Production Technician II,MA,02169,25/11/1978,M,Married,US Citizen,No,White,30/08/2010,26/09/2011,career change,Voluntarily Terminated,Production,David Stanley,14,Indeed,Fully Meets,4.2,4,0,05/04/2011,0,6,1,1,46,1.1,High,40s,Medium
"Trzeciak, Cybil",10270,74813,Production Technician II,MA,01778,15/03/1985,F,Single,US Citizen,No,White,01/10/2011,07/02/2014,unhappy,Voluntarily Terminated,Production,Amy Dunn,11,LinkedIn,Fully Meets,4.4,3,0,01/05/2014,0,5,1,1,40,2.4,High,30s,Very High
"Zima, Colleen",10271,45046,Production Technician I,MA,01730,17/08/1978,F,Widowed,US Citizen,No,Asian,29/09/2014,,N/A-StillEmployed,Active,Production,David Stanley,14,LinkedIn,Fully Meets,4.5,5,0,30/01/2019,0,2,0,0,46,10.8,High,40s,Low
"Houlihan, Debra",10272,61620,Director of Sales,RI,02908,17/03/1966,F,Married,US Citizen,No,White,05/05/2014,,N/A-StillEmployed,Active,Sales,Janet King,2,LinkedIn,Fully Meets,4.5,4,0,21/01/2019,0,19,0,0,59,11.2,High,50s,Medium
"Galia, Lisa",10273,65707,IT Support,CT,06040,07/06/1968,F,Single,US Citizen,No,White,05/01/2010,,N/A-StillEmployed,Active,IT,Eric Dougall,6,LinkedIn,Fully Meets,4.7,4,5,02/01/2019,0,1,0,0,57,15.6,High,50s,High
"Wallace, Courtney  E",10274,80512,Production Manager,MA,02478,14/11/1955,F,Married,US Citizen,No,Black,26/09/2011,01/02/2012,Another position,Voluntarily Terminated,Production,Janet King,2,Diversity Job Fair,Fully Meets,4.5,3,0,01/02/2012,0,5,1,1,69,0.4,High,60+,Very High
"Cloninger, Jennifer",10275,64066,Production Technician II,MA,01752,31/08/1981,F,Married,US Citizen,No,White,16/05/2011,01/07/2013,unhappy,Voluntarily Terminated,Production,Brannon Miller,12,Google Search,Fully Meets,4.2,5,0,05/03/2012,0,9,1,1,43,2.1,High,40s,High
"Dickinson, Geoff ",10276,51259,Production Technician I,MA,02180,15/11/1982,M,Single,US Citizen,No,White,05/12/2014,,N/A-StillEmployed,Active,Production,Ketsia Liebig,19,Indeed,Fully Meets,4.3,4,0,19/02/2019,0,1,0,0,42,10.7,High,40s,Low
"Becker, Scott",10277,53250,Production Technician I,MA,02452,04/06/1979,M,Single,US Citizen,No,Asian,07/08/2013,,N/A-StillEmployed,Active,Production,Webster Butler,39,LinkedIn,Fully Meets,4.2,4,0,01/11/2019,0,13,0,0,46,12,High,40s,Low
"Stanford,Barbara  M",10278,47961,Production Technician I,MA,02050,25/08/1982,F,Divorced,US Citizen,No,White,01/10/2011,,N/A-StillEmployed,Active,Production,Kissy Sullivan,20,Google Search,Fully Meets,4.1,4,0,02/07/2019,0,9,0,0,42,13.8,High,40s,Low
"Mangal, Debbie",10279,61349,Production Technician I,MA,02451,11/07/1974,F,Married,US Citizen,No,White,11/11/2013,,N/A-StillEmployed,Active,Production,Brannon Miller,12,LinkedIn,Fully Meets,4.1,3,0,22/01/2019,0,11,0,0,51,11.7,High,50s,Medium
"Estremera, Miguel",10280,60340,Production Technician I,MA,02129,09/02/1983,M,Single,US Citizen,No,White,04/02/2012,27/09/2018,attendance,Terminated For Cause,Production,Michael Albert,22,Google Search,Needs Improvement,5,4,0,04/12/2018,5,16,1,1,42,6.6,High,40s,Medium
"Owad, Clinton",10281,53060,Production Technician I,MA,01760,24/11/1979,M,Single,US Citizen,No,Black,17/02/2014,,N/A-StillEmployed,Active,Production,Michael Albert,22,LinkedIn,Needs Improvement,4.25,3,0,02/04/2019,4,6,0,0,45,11.5,High,40s,Low
"Corleone, Michael",10282,68051,Production Manager,MA,01803,17/12/1975,M,Divorced,US Citizen,No,White,20/07/2010,,N/A-StillEmployed,Active,Production,Janet King,2,CareerBuilder,Needs Improvement,4.13,2,0,14/01/2019,3,3,0,0,49,15,High,40s,Very High
"Gilles, Alex",10283,54933,Production Technician I,MA,02062,08/09/1974,M,Married,US Citizen,No,Black,04/02/2012,25/06/2015,military,Voluntarily Terminated,Production,Webster Butler,39,Diversity Job Fair,Needs Improvement,3.97,4,0,20/01/2015,3,15,1,1,50,3.4,Medium,40s,Low
"DiNocco, Lily ",10284,61584,Production Technician I,MA,02351,12/02/1978,F,Married,US Citizen,No,Black,01/07/2013,,N/A-StillEmployed,Active,Production,Brannon Miller,12,Indeed,Needs Improvement,3.88,4,0,18/01/2019,0,6,0,0,47,12.1,Medium,40s,Medium
"Robinson, Cherly",10285,61422,Production Technician I,MA,01460,01/07/1985,F,Married,US Citizen,No,White,01/10/2011,17/05/2016,attendance,Terminated For Cause,Production,Ketsia Liebig,19,Indeed,Needs Improvement,3.6,3,0,04/05/2016,4,16,1,1,40,4.6,Medium,30s,Medium
"Smith, Martin",10286,53564,Production Technician I,MA,02458,17/03/1988,M,Single,US Citizen,No,Black,01/10/2011,28/12/2017,career change,Voluntarily Terminated,Production,Webster Butler,39,Google Search,Needs Improvement,3.54,5,0,04/06/2017,4,15,1,1,37,6.2,Medium,30s,Low
"Trang, Mei",10287,63025,Production Technician I,MA,02021,16/05/1983,F,Single,US Citizen,No,White,17/02/2014,,N/A-StillEmployed,Active,Production,David Stanley,14,LinkedIn,Needs Improvement,2.44,5,0,02/11/2019,4,18,0,0,42,11.5,Low,40s,High
"Monroe, Peter",10288,61620,IT Manager - Infra,MA,02134,10/05/1986,M,Married,Non-Citizen,Yes,Black,15/02/2012,,N/A-StillEmployed,Active,IT,Jennifer Zamora,5,Diversity Job Fair,Needs Improvement,2.39,3,6,22/02/2019,4,13,0,0,39,13.5,Low,30s,Medium
